source.type,pucid,product,form,prevalence,freq,indoor,dietary,migration,dirderm,diringest,dirinhaer,dirinhvap,downthedrain,indir.fug,indir.y0,row.num
product,AC.0100.010,body paint,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0,1
product,AC.0100.010,body paint,gel,0.2,5,1,0,0,1,0,0,1,1,1,0,2
product,AC.0100.010,body paint,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0,3
product,AC.0100.010,body paint,paste,0.2,5,1,0,0,1,0,0,1,1,1,0,4
product,AC.0100.010,body paint,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0,5
product,AC.0200.010,bubble solution,liquid,1,1,1,0,0,1,0,0,1,1,1,0,6
product,AC.0200.020,crayons,solid,1,1,1,0,0,1,0,0,1,0,1,0,7
product,AC.0200.030,finger paint,gel,0.5,2,1,0,0,1,0,0,1,1,1,0,8
product,AC.0200.030,finger paint,paste,0.5,2,1,0,0,1,0,0,1,1,1,0,9
product,AC.0200.040,modeling clay,solid,1,1,1,0,0,1,0,0,1,0,1,0,10
product,AC.0300.010,fabric dye,powder,0.5,2,1,0,0,1,0,0,1,1,1,0,11
product,AC.0300.010,fabric dye,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0,12
product,AC.0300.020,fabric paints and sealers,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0,13
product,AC.0300.020,fabric paints and sealers,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0,14
product,AC.0300.020,fabric paints and sealers,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0,15
product,AC.0400.010,fogger,liquid,1,1,1,0,0,0,0,0,1,1,1,0,16
product,AC.0500.010,arts and crafts adhesive,gel,0.166666667,6,1,0,0,1,0,0,1,1,1,0,17
product,AC.0500.010,arts and crafts adhesive,liquid,0.166666667,6,1,0,0,1,0,0,1,1,1,0,18
product,AC.0500.010,arts and crafts adhesive,paste,0.166666667,6,1,0,0,1,0,0,1,1,1,0,19
product,AC.0500.010,arts and crafts adhesive,pump spray,0.166666667,6,1,0,0,1,0,1,1,1,1,0,20
product,AC.0500.010,arts and crafts adhesive,aerosol,0.166666667,6,1,0,0,1,0,1,1,1,1,0,21
product,AC.0500.010,arts and crafts adhesive,hot melt,0.166666667,6,1,0,0,1,0,0,1,1,1,0,22
product,AC.0500.020,arts and crafts cleaner,gel,0.5,2,1,0,0,1,0,0,1,1,1,0,23
product,AC.0500.020,arts and crafts cleaner,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0,24
product,AC.0500.030,arts and crafts finish,aerosol,0.5,2,1,0,0,1,0,1,1,1,1,0,25
product,AC.0500.030,arts and crafts finish,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0,26
product,AC.0500.040,arts and crafts paint,aerosol,0.333333333,3,1,0,0,1,0,1,1,1,1,0,27
product,AC.0500.040,arts and crafts paint,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0,28
product,AC.0500.040,arts and crafts paint,solid,0.333333333,3,1,0,0,1,0,0,1,0,1,0,29
product,AC.0500.050,craft kit,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0,30
product,AC.0500.050,craft kit,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0,31
product,AC.0500.050,craft kit,solid,0.333333333,3,1,0,0,1,0,0,1,0,1,0,32
product,AC.0500.060,flocking,powder,0.333333333,3,1,0,0,1,0,0,1,1,1,0,33
product,AC.0500.060,flocking,aerosol,0.333333333,3,1,0,0,1,0,1,1,1,1,0,34
product,AC.0500.060,flocking,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0,35
product,AC.0700.020,pens and markers,gel,0.5,2,1,0,0,1,0,0,1,0,1,0,36
product,AC.0700.020,pens and markers,liquid,0.5,2,1,0,0,1,0,0,1,0,1,0,37
product,AC.0700.030,white out,liquid,1,1,1,0,0,1,0,0,1,0,1,0,38
product,AC.0800.010,glaze,aerosol,0.333333333,3,1,0,0,1,0,1,1,1,1,0,39
product,AC.0800.010,glaze,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0,40
product,AC.0800.010,glaze,pump spray,0.333333333,3,1,0,0,1,0,1,1,1,1,0,41
product,CP.0100.010,air freshener,aerosol,0.2,5,1,0,0,1,0,1,1,0,1,0,42
product,CP.0100.010,air freshener,pump spray,0.2,5,1,0,0,1,0,1,1,0,1,0,43
product,CP.0100.010,air freshener,gel,0.2,5,1,0,0,1,0,0,1,0,1,0,44
product,CP.0100.010,air freshener,liquid,0.2,5,1,0,0,1,0,0,1,0,1,0,45
product,CP.0100.010,air freshener,solid,0.2,5,1,0,0,1,0,0,1,0,1,0,46
product,CP.0200.010,bathroom cleaner,powder,0.166666667,6,1,0,0,1,0,0,1,1,1,0,47
product,CP.0200.010,bathroom cleaner,foam spray,0.166666667,6,1,0,0,1,0,1,1,1,1,0,48
product,CP.0200.010,bathroom cleaner,aerosol,0.166666667,6,1,0,0,1,0,1,1,1,1,0,49
product,CP.0200.010,bathroom cleaner,pump spray,0.166666667,6,1,0,0,1,0,1,1,1,1,0,50
product,CP.0200.010,bathroom cleaner,gel,0.166666667,6,1,0,0,1,0,0,1,1,1,0,51
product,CP.0200.010,bathroom cleaner,liquid,0.166666667,6,1,0,0,1,0,0,1,1,1,0,52
product,CP.0300.010,carpet cleaner,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0,53
product,CP.0300.010,carpet cleaner,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0,54
product,CP.0300.010,carpet cleaner,foam spray,0.2,5,1,0,0,1,0,1,1,1,1,0,55
product,CP.0300.010,carpet cleaner,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0,56
product,CP.0300.010,carpet cleaner,powder,0.2,5,1,0,0,1,0,0,1,1,1,0,57
product,CP.0300.020,carpet deodorizer,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0,58
product,CP.0300.020,carpet deodorizer,aerosol,0.25,4,1,0,0,1,0,1,1,1,1,0,59
product,CP.0300.020,carpet deodorizer,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0,60
product,CP.0300.020,carpet deodorizer,powder,0.25,4,1,0,0,1,0,0,1,1,1,0,61
product,CP.0300.030,floor cleaner,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0,62
product,CP.0300.030,floor cleaner,wipes,0.25,4,1,0,0,1,0,0,1,1,1,0,63
product,CP.0300.030,floor cleaner,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0,64
product,CP.0300.030,floor cleaner,powder,0.25,4,1,0,0,1,0,0,1,1,1,0,65
product,CP.0300.040,floor polish,pump spray,0.333333333,3,1,0,0,1,0,1,1,1,1,0,66
product,CP.0300.040,floor polish,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0,67
product,CP.0300.040,floor polish,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0,68
product,CP.0400.020,automatic dishwashing additive,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0,69
product,CP.0400.020,automatic dishwashing additive,pods,0.333333333,3,1,0,0,1,0,0,1,1,1,0,70
product,CP.0400.020,automatic dishwashing additive,powder,0.333333333,3,1,0,0,1,0,0,1,1,1,0,71
product,CP.0400.030,automatic dishwashing detergent,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0,72
product,CP.0400.030,automatic dishwashing detergent,pods,0.25,4,1,0,0,1,0,0,1,1,1,0,73
product,CP.0400.030,automatic dishwashing detergent,powder,0.25,4,1,0,0,1,0,0,1,1,1,0,74
product,CP.0400.030,automatic dishwashing detergent,gel,0.25,4,1,0,0,1,0,0,1,1,1,0,700
product,CP.0400.040,dish soap,liquid,1,1,1,0,0,1,0,0,1,1,1,0,75
product,CP.0500.010,drain products,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0,76
product,CP.0500.010,drain products,pods,0.333333333,3,1,0,0,1,0,0,1,1,1,0,77
product,CP.0500.010,drain products,powder,0.333333333,3,1,0,0,1,0,0,1,1,1,0,78
product,CP.0600.010,fireplace,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0,79
product,CP.0600.010,fireplace,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0,80
product,CP.0600.010,fireplace,powder,0.2,5,1,0,0,1,0,0,1,1,1,0,81
product,CP.0600.010,fireplace,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0,82
product,CP.0600.010,fireplace,solid,0.2,5,1,0,0,1,0,0,1,0,1,0,83
product,CP.0700.010,bleach,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0,84
product,CP.0700.010,bleach,powder,0.5,2,1,0,0,1,0,0,1,1,1,0,85
product,CP.0700.020,disinfectant,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0,86
product,CP.0700.020,disinfectant,foam spray,0.2,5,1,0,0,1,0,1,1,1,1,0,87
product,CP.0700.020,disinfectant,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0,88
product,CP.0700.020,disinfectant,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0,89
product,CP.0700.020,disinfectant,wipes,0.2,5,1,0,0,1,0,0,1,1,1,0,90
product,CP.0700.030,glass cleaner,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0,91
product,CP.0700.030,glass cleaner,wipes,0.2,5,1,0,0,1,0,0,1,1,1,0,92
product,CP.0700.030,glass cleaner,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0,93
product,CP.0700.030,glass cleaner,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0,94
product,CP.0700.030,glass cleaner,powder,0.2,5,1,0,0,1,0,0,1,1,1,0,95
product,CP.0700.040,surface cleaner,powder,0.166666667,6,1,0,0,1,0,0,1,1,1,0,96
product,CP.0700.040,surface cleaner,aerosol,0.166666667,6,1,0,0,1,0,1,1,1,1,0,97
product,CP.0700.040,surface cleaner,wipes,0.166666667,6,1,0,0,1,0,0,1,1,1,0,98
product,CP.0700.040,surface cleaner,liquid,0.166666667,6,1,0,0,1,0,0,1,1,1,0,99
product,CP.0700.040,surface cleaner,pump spray,0.166666667,6,1,0,0,1,0,1,1,1,1,0,100
product,CP.0700.040,surface cleaner,foam spray,0.166666667,6,1,0,0,1,0,1,1,1,1,0,101
product,CP.0800.010,hand cleaner,gel,0.25,4,1,0,0,1,0,0,1,1,1,0,102
product,CP.0800.010,hand cleaner,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0,103
product,CP.0800.010,hand cleaner,powder,0.25,4,1,0,0,1,0,0,1,1,1,0,104
product,CP.0800.010,hand cleaner,wipes,0.25,4,1,0,0,1,0,0,1,1,1,0,105
product,CP.0900.010,heavy duty cleaner,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0,106
product,CP.0900.010,heavy duty cleaner,powder,0.5,2,1,0,0,1,0,0,1,1,1,0,107
product,CP.1000.010,houseplant care,powder,0.333333333,3,1,0,0,1,0,0,1,1,1,0,108
product,CP.1000.010,houseplant care,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0,109
product,CP.1000.010,houseplant care,pump spray,0.333333333,3,1,0,0,1,0,1,1,1,1,0,110
product,CP.1100.010,lamp oil/lighter fluid,liquid,1,1,1,0,0,1,0,0,1,1,1,0,111
product,CP.1200.010,dry cleaner,liquid,1,1,1,0,0,1,0,0,1,1,1,0,114
product,CP.1200.020,dryer sheets,impregnated sheets,1,1,1,0,0,1,0,0,1,0,1,0,115
product,CP.1200.030,fabric deodorizer,aerosol,0.5,2,1,0,0,1,0,1,1,1,1,0,116
product,CP.1200.030,fabric deodorizer,pump spray,0.5,2,1,0,0,1,0,1,1,1,1,0,117
product,CP.1200.040,fabric protectant,aerosol,0.5,2,1,0,0,1,0,1,1,1,1,0,118
product,CP.1200.040,fabric protectant,pump spray,0.5,2,1,0,0,1,0,1,1,1,1,0,119
product,CP.1200.041,anti-static spray,aerosol,0.5,2,1,0,0,1,0,1,1,1,1,0,112
product,CP.1200.041,anti-static spray,pump spray,0.5,2,1,0,0,1,0,1,1,1,1,0,113
product,CP.1200.050,fabric softener,liquid,1,1,1,0,0,1,0,0,1,1,1,0,120
product,CP.1200.060,laundry detergent,pods,0.25,4,1,0,0,1,0,0,1,1,1,0,121
product,CP.1200.060,laundry detergent,powder,0.25,4,1,0,0,1,0,0,1,1,1,0,122
product,CP.1200.060,laundry detergent,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0,123
product,CP.1200.060,laundry detergent,solid,0.25,4,1,0,0,1,0,0,1,0,1,0,124
product,CP.1200.070,laundry fragrance,aerosol,0.25,4,1,0,0,1,0,1,1,1,1,0,125
product,CP.1200.070,laundry fragrance,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0,126
product,CP.1200.070,laundry fragrance,powder,0.25,4,1,0,0,1,0,0,1,1,1,0,127
product,CP.1200.070,laundry fragrance,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0,128
product,CP.1200.080,laundry stain remover,gel,0.2,5,1,0,0,1,0,0,1,1,1,0,129
product,CP.1200.080,laundry stain remover,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0,130
product,CP.1200.080,laundry stain remover,paste,0.2,5,1,0,0,1,0,0,1,1,1,0,131
product,CP.1200.080,laundry stain remover,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0,132
product,CP.1200.080,laundry stain remover,powder,0.2,5,1,0,0,1,0,0,1,1,1,0,701
product,CP.1200.090,laundry starch,aerosol,0.333333333,3,1,0,0,1,0,1,1,1,1,0,133
product,CP.1200.090,laundry starch,powder,0.333333333,3,1,0,0,1,0,0,1,1,1,0,134
product,CP.1200.090,laundry starch,pump spray,0.333333333,3,1,0,0,1,0,1,1,1,1,0,135
product,CP.1300.010,lime remover,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0,136
product,CP.1300.010,lime remover,powder,0.333333333,3,1,0,0,1,0,0,1,1,1,0,137
product,CP.1300.010,lime remover,pump spray,0.333333333,3,1,0,0,1,0,1,1,1,1,0,138
product,CP.1400.010,metal polish,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0,139
product,CP.1400.010,metal polish,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0,140
product,CP.1400.010,metal polish,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0,141
product,CP.1500.010,oven cleaner,aerosol,0.25,4,1,0,0,1,0,1,1,1,1,0,142
product,CP.1500.010,oven cleaner,gel,0.25,4,1,0,0,1,0,0,1,1,1,0,143
product,CP.1500.010,oven cleaner,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0,144
product,CP.1500.010,oven cleaner,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0,145
product,CP.1500.010.E,oven cleaner,aerosol,1,1,0,0,0,1,0,1,1,1,1,0,702
product,CP.1600.010,shoe polish or protectant,aerosol,0.25,4,1,0,0,1,0,1,1,1,1,0,146
product,CP.1600.010,shoe polish or protectant,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0,147
product,CP.1600.010,shoe polish or protectant,paste,0.25,4,1,0,0,1,0,0,1,1,1,0,148
product,CP.1600.010,shoe polish or protectant,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0,149
product,CP.1700.010,upholstery cleaner,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0,150
product,CP.1700.010,upholstery cleaner,aerosol,0.25,4,1,0,0,1,0,1,1,1,1,0,151
product,CP.1700.010,upholstery cleaner,foam spray,0.25,4,1,0,0,1,0,1,1,1,1,0,152
product,CP.1700.010,upholstery cleaner,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0,153
product,CP.1800.010,wood polish,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0,154
product,CP.1800.010,wood polish,aerosol,0.25,4,1,0,0,1,0,1,1,1,1,0,155
product,CP.1800.010,wood polish,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0,156
product,CP.1800.010,wood polish,paste,0.25,4,1,0,0,1,0,0,1,1,1,0,157
product,EL.0300.050,printer ink,cartridge,1,1,1,0,0,1,0,0,1,0,1,0,158
product,EL.0300.060,printer toner,cartridge,1,1,1,0,0,1,0,0,1,0,1,0,159
product,EL.0400.010,electronics cleaner,aerosol,0.5,2,1,0,0,1,0,1,1,1,1,0,160
product,EL.0400.010,electronics cleaner,pump spray,0.5,2,1,0,0,1,0,1,1,1,1,0,161
product,HM.0100.010,adhesive remover,aerosol,0.25,4,1,0,0,1,0,1,1,1,1,0,162
product,HM.0100.010,adhesive remover,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0,163
product,HM.0100.010,adhesive remover,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0,164
product,HM.0100.010,adhesive remover,wipes,0.25,4,1,0,0,1,0,0,1,1,1,0,165
product,HM.0100.020,multipurpose adhesive,aerosol,0.166666667,6,1,0,0,1,0,1,1,1,1,0,166
product,HM.0100.020,multipurpose adhesive,foam spray,0.166666667,6,1,0,0,1,0,1,1,1,1,0,167
product,HM.0100.020,multipurpose adhesive,liquid,0.166666667,6,1,0,0,1,0,0,1,1,1,0,168
product,HM.0100.020,multipurpose adhesive,paste,0.166666667,6,1,0,0,1,0,0,1,1,1,0,169
product,HM.0100.020,multipurpose adhesive,pump spray,0.166666667,6,1,0,0,1,0,1,1,1,1,0,170
product,HM.0100.020,multipurpose adhesive,two component,0.166666667,6,1,0,0,1,0,0,1,1,1,0,171
product,HM.0100.030,wood adhesive,aerosol,0.25,4,1,0,0,1,0,1,1,1,1,0,172
product,HM.0100.030,wood adhesive,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0,173
product,HM.0100.030,wood adhesive,paste,0.25,4,1,0,0,1,0,0,1,1,1,0,174
product,HM.0100.030,wood adhesive,powder,0.25,4,1,0,0,1,0,0,1,1,1,0,175
product,HM.0400.010,caulk/sealant,liquid,0.25,4,1,0,0,1,0,0,1,0,0,0,176
product,HM.0400.010,caulk/sealant,paste,0.25,4,1,0,0,1,0,0,1,0,0,0,177
product,HM.0400.010,caulk/sealant,foam spray,0.25,4,1,0,0,1,0,1,1,0,0,0,178
product,HM.0400.010,caulk/sealant,two component,0.25,4,1,0,0,1,0,0,1,0,0,0,179
product,HM.0400.010.E,exterior caulk/sealant,liquid,1,1,0,0,0,1,0,0,1,0,0,0,703
product,HM.0500.010,concrete,liquid,0.25,4,0,0,0,1,0,0,1,0,0,0,180
product,HM.0500.010,concrete,paste,0.25,4,0,0,0,1,0,0,1,0,0,0,181
product,HM.0500.010,concrete,solid,0.25,4,0,0,0,1,0,0,1,0,0,0,182
product,HM.0500.010,concrete,two component,0.25,4,0,0,0,1,0,0,1,0,0,0,183
product,HM.0600.010,corrosion protection,aerosol,0.5,2,1,0,0,1,0,1,1,1,1,0,184
product,HM.0600.010,corrosion protection,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0,185
product,HM.0700.010,degreaser,aerosol,0.333333333,3,1,0,0,1,0,1,1,1,1,0,186
product,HM.0700.010,degreaser,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0,187
product,HM.0700.010,degreaser,powder,0.333333333,3,1,0,0,1,0,0,1,1,1,0,188
product,HM.0800.010,wood finish,aerosol,0.5,2,1,0,0,1,0,1,1,1,1,0,189
product,HM.0800.010,wood finish,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0,190
product,HM.0800.010.E,exterior wood finish,liquid,1,1,0,0,0,1,0,0,1,1,1,0,704
product,HM.1000.010,spray foam,foam spray,1,1,1,0,0,1,0,1,1,0,1,0,191
product,HM.1200.010,lock deicer,aerosol,0.333333333,3,0,0,0,1,0,1,1,0,0,0,192
product,HM.1200.010,lock deicer,liquid,0.333333333,3,0,0,0,1,0,0,1,0,0,0,193
product,HM.1200.010,lock deicer,pump spray,0.333333333,3,0,0,0,1,0,1,1,0,0,0,194
product,HM.1300.010,lubricant,gel,0.2,5,1,0,0,1,0,0,1,1,1,0,195
product,HM.1300.010,lubricant,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0,196
product,HM.1300.010,lubricant,powder,0.2,5,1,0,0,1,0,0,1,1,1,0,197
product,HM.1300.010,lubricant,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0,198
product,HM.1300.010,lubricant,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0,199
product,HM.1400.010,paint,aerosol,0.5,2,1,0,0,1,0,1,1,1,1,0,202
product,HM.1400.010,paint,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0,203
product,HM.1400.010.E,external paint,liquid,0.5,2,0,0,0,1,0,0,1,1,1,0,705
product,HM.1400.010.E,external paint,aerosol,0.5,2,0,0,0,1,0,1,1,1,1,0,706
product,HM.1400.011,oil-based paint,aerosol,0.5,2,1,0,0,1,0,1,1,1,1,0,200
product,HM.1400.011,oil-based paint,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0,201
product,HM.1400.012,water-based paint,aerosol,0.5,2,1,0,0,1,0,1,1,1,1,0,214
product,HM.1400.012,water-based paint,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0,215
product,HM.1400.012.E,exterior water-based paint,liquid,1,1,0,0,0,1,0,0,1,1,1,0,707
product,HM.1400.020,paint cleaner,liquid,1,1,1,0,0,1,0,0,1,1,1,0,204
product,HM.1400.030,paint texture,gel,0.5,2,1,0,0,1,0,0,1,1,1,0,205
product,HM.1400.030,paint texture,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0,206
product,HM.1400.040,paint thinner,liquid,1,1,1,0,0,1,0,0,1,1,1,0,207
product,HM.1400.050,primer,aerosol,0.5,2,1,0,0,1,0,1,1,1,1,0,208
product,HM.1400.050,primer,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0,209
product,HM.1400.050.E,exterior primer,liquid,1,1,0,0,0,1,0,0,1,1,1,0,708
product,HM.1400.060,stain,liquid,1,1,1,0,0,1,0,0,1,1,1,0,210
product,HM.1400.060.E,exterior stain,liquid,1,1,1,0,0,1,0,0,1,1,1,0,709
product,HM.1400.070,stripper,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0,211
product,HM.1400.070,stripper,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0,212
product,HM.1400.070,stripper,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0,213
product,HM.1500.010,wall patch and repair,gel,0.5,2,1,0,0,1,0,0,1,1,1,0,219
product,HM.1500.010,wall patch and repair,paste,0.5,2,1,0,0,1,0,0,1,1,1,0,220
product,HM.1500.020,putty or filler,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0,216
product,HM.1500.020,putty or filler,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0,217
product,HM.1500.020,putty or filler,solid,0.333333333,3,1,0,0,1,0,0,1,0,1,0,218
product,HM.1600.010,plumbing,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0,221
product,HM.1600.010,plumbing,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0,222
product,HM.1600.010,plumbing,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0,223
product,HM.1700.010,refrigerant,gas,0.5,2,1,0,0,1,0,0,1,0,1,0,224
product,HM.1700.010,refrigerant,liquid,0.5,2,1,0,0,1,0,0,1,0,1,0,225
product,HM.1800.010,roof,liquid,0.5,2,0,0,0,1,0,0,1,0,0,0,226
