source.type,pucid,product,form,prevalence,freq,indoor,dietary,migration,dirderm,diringest,dirinhaer,dirinhvap,downthedrain,indir.fug,indir.y0,row.num
product,PC.2000.190,scalp treatment,liquid,0.166666667,6,1,0,0,1,0,0,1,1,1,0,462
product,PC.2000.190,scalp treatment,paste,0.166666667,6,1,0,0,1,0,0,1,1,1,0,463
product,PC.2000.190,scalp treatment,powder,0.166666667,6,1,0,0,1,0,0,1,1,1,0,464
product,PC.2000.190,scalp treatment,pump spray,0.166666667,6,1,0,0,1,0,1,1,1,1,0,465
product,PC.2000.200,shampoo - dandruff,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0,471
product,PC.2000.200,shampoo - dandruff,gel,0.2,5,1,0,0,1,0,0,1,1,1,0,472
product,PC.2000.200,shampoo - dandruff,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0,473
product,PC.2000.200,shampoo - dandruff,paste,0.2,5,1,0,0,1,0,0,1,1,1,0,474
product,PC.2000.200,shampoo - dandruff,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0,475
product,PC.2000.210,shampoo,foam spray,0.2,5,1,0,0,1,0,1,1,1,1,0,466
product,PC.2000.210,shampoo,gel,0.2,5,1,0,0,1,0,0,1,1,1,0,467
product,PC.2000.210,shampoo,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0,468
product,PC.2000.210,shampoo,paste,0.2,5,1,0,0,1,0,0,1,1,1,0,469
product,PC.2000.210,shampoo,powder,0.2,5,1,0,0,1,0,0,1,1,1,0,470
product,PC.2200.010,liniment,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0,476
product,PC.2200.010,liniment,gel,0.2,5,1,0,0,1,0,0,1,1,1,0,477
product,PC.2200.010,liniment,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0,478
product,PC.2200.010,liniment,paste,0.2,5,1,0,0,1,0,0,1,1,1,0,479
product,PC.2200.010,liniment,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0,480
product,PC.2300.010,blush/bronzer,paste,0.5,2,1,0,0,1,0,0,1,1,1,0,481
product,PC.2300.010,blush/bronzer,powder,0.5,2,1,0,0,1,0,0,1,1,1,0,482
product,PC.2300.020,cosmetic tool cleaner,gel,0.25,4,1,0,0,1,0,0,1,1,1,0,483
product,PC.2300.020,cosmetic tool cleaner,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0,484
product,PC.2300.020,cosmetic tool cleaner,paste,0.25,4,1,0,0,1,0,0,1,1,1,0,485
product,PC.2300.020,cosmetic tool cleaner,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0,486
product,PC.2300.030,eye liner,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0,487
product,PC.2300.030,eye liner,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0,488
product,PC.2300.030,eye liner,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0,489
product,PC.2300.040,eye makeup,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0,490
product,PC.2300.040,eye makeup,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0,491
product,PC.2300.040,eye makeup,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0,492
product,PC.2300.050,eye shadow,gel,0.25,4,1,0,0,1,0,0,1,1,1,0,493
product,PC.2300.050,eye shadow,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0,494
product,PC.2300.050,eye shadow,paste,0.25,4,1,0,0,1,0,0,1,1,1,0,495
product,PC.2300.050,eye shadow,powder,0.25,4,1,0,0,1,0,0,1,1,1,0,496
product,PC.2300.060,face powder,powder,1,1,1,0,0,1,0,0,1,1,1,0,497
product,PC.2300.070,foundation/concealer,gel,0.25,4,1,0,0,1,0,0,1,1,1,0,498
product,PC.2300.070,foundation/concealer,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0,499
product,PC.2300.070,foundation/concealer,paste,0.25,4,1,0,0,1,0,0,1,1,1,0,500
product,PC.2300.070,foundation/concealer,powder,0.25,4,1,0,0,1,0,0,1,1,1,0,715
product,PC.2300.080,lip balm,gel,0.5,2,1,0,0,1,1,0,1,1,1,0,501
product,PC.2300.080,lip balm,paste,0.5,2,1,0,0,1,1,0,1,1,1,0,502
product,PC.2300.090,lip color,gel,0.333333333,3,1,0,0,1,1,0,1,1,1,0,503
product,PC.2300.090,lip color,paste,0.333333333,3,1,0,0,1,1,0,1,1,1,0,504
product,PC.2300.090,lip color,liquid,0.333333333,3,1,0,0,1,1,0,1,1,1,0,716
product,PC.2300.100,lip gloss,gel,0.5,2,1,0,0,1,1,0,1,1,1,0,505
product,PC.2300.100,lip gloss,liquid,0.5,2,1,0,0,1,1,0,1,1,1,0,506
product,PC.2300.110,lip liner,paste,1,1,1,0,0,1,1,0,1,1,1,0,507
product,PC.2300.120,makeup primer,gel,0.2,5,1,0,0,1,0,0,1,1,1,0,508
product,PC.2300.120,makeup primer,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0,509
product,PC.2300.120,makeup primer,paste,0.2,5,1,0,0,1,0,0,1,1,1,0,510
product,PC.2300.120,makeup primer,powder,0.2,5,1,0,0,1,0,0,1,1,1,0,511
product,PC.2300.120,makeup primer,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0,512
product,PC.2300.130,makeup remover,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0,513
product,PC.2300.130,makeup remover,gel,0.2,5,1,0,0,1,0,0,1,1,1,0,514
product,PC.2300.130,makeup remover,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0,515
product,PC.2300.130,makeup remover,paste,0.2,5,1,0,0,1,0,0,1,1,1,0,516
product,PC.2300.130,makeup remover,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0,517
product,PC.2300.140,makeup set,aerosol,0.166666667,6,1,0,0,1,0,1,1,1,1,0,518
product,PC.2300.140,makeup set,gel,0.166666667,6,1,0,0,1,0,0,1,1,1,0,519
product,PC.2300.140,makeup set,liquid,0.166666667,6,1,0,0,1,0,0,1,1,1,0,520
product,PC.2300.140,makeup set,paste,0.166666667,6,1,0,0,1,0,0,1,1,1,0,521
product,PC.2300.140,makeup set,powder,0.166666667,6,1,0,0,1,0,0,1,1,1,0,522
product,PC.2300.140,makeup set,pump spray,0.166666667,6,1,0,0,1,0,1,1,1,1,0,523
product,PC.2300.150,mascara,gel,0.5,2,1,0,0,1,0,0,1,1,1,0,524
product,PC.2300.150,mascara,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0,525
product,PC.2300.160,toner,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0,526
product,PC.2300.160,toner,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0,527
product,PC.2300.160,toner,pump spray,0.333333333,3,1,0,0,1,0,1,1,1,1,0,528
product,PC.2400.010,nail adhesive,gel,1,1,1,0,0,1,0,0,1,1,1,0,529
product,PC.2400.020,nail polish,aerosol,0.333333333,3,1,0,0,1,0,1,1,1,1,0,530
product,PC.2400.020,nail polish,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0,531
product,PC.2400.020,nail polish,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0,532
product,PC.2400.030,nail polish remover,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0,533
product,PC.2400.030,nail polish remover,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0,534
product,PC.2400.030,nail polish remover,wipes,0.333333333,3,1,0,0,1,0,0,1,1,1,0,535
product,PC.2400.040,other nail products,gel,0.25,4,1,0,0,1,0,0,1,1,1,0,536
product,PC.2400.040,other nail products,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0,537
product,PC.2400.040,other nail products,paste,0.25,4,1,0,0,1,0,0,1,1,1,0,538
product,PC.2400.040,other nail products,powder,0.25,4,1,0,0,1,0,0,1,1,1,0,539
product,PC.2500.010,self-tanner,aerosol,0.333333333,3,1,0,0,1,0,1,1,1,1,0,540
product,PC.2500.010,self-tanner,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0,541
product,PC.2500.010,self-tanner,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0,542
product,PC.2600.010,sexual wellness,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0,543
product,PC.2600.010,sexual wellness,gel,0.2,5,1,0,0,1,0,0,1,1,1,0,544
product,PC.2600.010,sexual wellness,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0,545
product,PC.2600.010,sexual wellness,powder,0.2,5,1,0,0,1,0,0,1,1,1,0,546
product,PC.2600.010,sexual wellness,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0,547
product,PC.2700.040,aftershave,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0,548
product,PC.2700.040,aftershave,gel,0.25,4,1,0,0,1,0,0,1,1,1,0,549
product,PC.2700.040,aftershave,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0,550
product,PC.2700.040,aftershave,paste,0.25,4,1,0,0,1,0,0,1,1,1,0,551
product,PC.2700.050,clipper lubricant/cleaner,liquid,1,1,1,0,0,1,0,0,1,1,1,0,552
product,PC.2700.060,depilatory,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0,553
product,PC.2700.060,depilatory,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0,554
product,PC.2700.060,depilatory,foam spray,0.2,5,1,0,0,1,0,1,1,1,1,0,555
product,PC.2700.060,depilatory,gel,0.2,5,1,0,0,1,0,0,1,1,1,0,556
product,PC.2700.060,depilatory,paste,0.2,5,1,0,0,1,0,0,1,1,1,0,557
product,PC.2700.070,shaving cream,foam,0.25,4,1,0,0,1,0,0,1,1,1,0,558
product,PC.2700.070,shaving cream,foam spray,0.25,4,1,0,0,1,0,1,1,1,1,0,559
product,PC.2700.070,shaving cream,gel,0.25,4,1,0,0,1,0,0,1,1,1,0,560
product,PC.2700.070,shaving cream,solid,0.25,4,1,0,0,1,0,0,1,0,1,0,561
product,PC.2700.080,waxing,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0,562
product,PC.2700.080,waxing,hot melt,0.333333333,3,1,0,0,1,0,0,1,1,1,0,563
product,PC.2700.080,waxing,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0,564
product,PC.2800.010,bath oil,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0,565
product,PC.2800.010,bath oil,pods,0.5,2,1,0,0,1,0,0,1,1,1,0,566
product,PC.2800.020,bath salts,powder,0.5,2,1,0,0,1,0,0,1,1,1,0,567
product,PC.2800.020,bath salts,solid,0.5,2,1,0,0,1,0,0,1,0,1,0,568
product,PC.2800.030,bubble bath,gel,0.25,4,1,0,0,1,0,0,1,1,1,0,569
product,PC.2800.030,bubble bath,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0,570
product,PC.2800.030,bubble bath,powder,0.25,4,1,0,0,1,0,0,1,1,1,0,571
product,PC.2800.030,bubble bath,solid,0.25,4,1,0,0,1,0,0,1,0,1,0,572
product,PC.2900.010,sunscreen,aerosol,0.142857143,7,0,0,0,1,0,1,1,0,0,0,573
product,PC.2900.010,sunscreen,foam spray,0.142857143,7,0,0,0,1,0,1,1,0,0,0,574
product,PC.2900.010,sunscreen,gel,0.142857143,7,0,0,0,1,0,0,1,0,0,0,575
product,PC.2900.010,sunscreen,liquid,0.142857143,7,0,0,0,1,0,0,1,0,0,0,576
product,PC.2900.010,sunscreen,paste,0.142857143,7,0,0,0,1,0,0,1,0,0,0,577
product,PC.2900.010,sunscreen,pump spray,0.142857143,7,0,0,0,1,0,1,1,0,0,0,578
product,PC.2900.010,sunscreen,wipes,0.142857143,7,0,0,0,1,0,0,1,0,0,0,579
product,PE.0100.010,animal repellent,gel,0.2,5,0,0,0,1,0,0,1,0,0,0,580
product,PE.0100.010,animal repellent,liquid,0.2,5,0,0,0,1,0,0,1,0,0,0,581
product,PE.0100.010,animal repellent,powder,0.2,5,0,0,0,1,0,0,1,0,0,0,582
product,PE.0100.010,animal repellent,pump spray,0.2,5,0,0,0,1,0,1,1,0,0,0,583
product,PE.0100.010,animal repellent,granules,0.2,5,0,0,0,1,0,0,1,0,0,0,717
product,PE.0200.010,fungicide,aerosol,0.25,4,0,0,0,1,0,1,1,0,0,0,584
product,PE.0200.010,fungicide,liquid,0.25,4,0,0,0,1,0,0,1,0,0,0,585
product,PE.0200.010,fungicide,powder,0.25,4,0,0,0,1,0,0,1,0,0,0,586
product,PE.0200.010,fungicide,pump spray,0.25,4,0,0,0,1,0,1,1,0,0,0,587
product,PE.0300.010,insect repellent,aerosol,0.142857143,7,0,0,0,1,0,1,1,0,0,0,588
product,PE.0300.010,insect repellent,gel,0.142857143,7,0,0,0,1,0,0,1,0,0,0,589
product,PE.0300.010,insect repellent,liquid,0.142857143,7,0,0,0,1,0,0,1,0,0,0,590
product,PE.0300.010,insect repellent,paste,0.142857143,7,0,0,0,1,0,0,1,0,0,0,591
product,PE.0300.010,insect repellent,pump spray,0.142857143,7,0,0,0,1,0,1,1,0,0,0,592
product,PE.0300.010,insect repellent,wipes,0.142857143,7,0,0,0,1,0,0,1,0,0,0,593
product,PE.0300.010,insect repellent,solid,0.142857143,7,0,0,0,1,0,0,1,0,0,0,718
product,PE.0300.030,insect repellent - skin,aerosol,0.25,4,0,0,0,1,0,1,1,0,0,0,594
product,PE.0300.030,insect repellent - skin,liquid,0.25,4,0,0,0,1,0,0,1,0,0,0,595
product,PE.0300.030,insect repellent - skin,pump spray,0.25,4,0,0,0,1,0,1,1,0,0,0,596
product,PE.0300.030,insect repellent - skin,wipes,0.25,4,0,0,0,1,0,0,1,0,0,0,597
product,PE.0400.010,insecticide,aerosol,0.125,8,1,0,0,1,0,1,1,1,1,0,598
product,PE.0400.010,insecticide,gel,0.125,8,1,0,0,1,0,0,1,1,1,0,599
product,PE.0400.010,insecticide,liquid,0.125,8,1,0,0,1,0,0,1,1,1,0,600
product,PE.0400.010,insecticide,paste,0.125,8,1,0,0,1,0,0,1,1,1,0,601
product,PE.0400.010,insecticide,powder,0.125,8,1,0,0,1,0,0,1,1,1,0,602
product,PE.0400.010,insecticide,pump spray,0.125,8,1,0,0,1,0,1,1,1,1,0,603
product,PE.0400.010,insecticide,trap,0.125,8,1,0,0,1,0,0,1,1,1,0,604
product,PE.0400.010,insecticide,granules,0.125,8,1,0,0,1,0,0,1,1,1,0,719
product,PE.0400.010.E,exterior insecticide,liquid,1,1,0,0,0,1,0,0,1,1,1,0,720
product,PE.0500.010,rodenticide,aerosol,0.125,8,1,0,0,1,0,1,1,1,1,0,605
product,PE.0500.010,rodenticide,gel,0.125,8,1,0,0,1,0,0,1,1,1,0,606
product,PE.0500.010,rodenticide,liquid,0.125,8,1,0,0,1,0,0,1,1,1,0,607
product,PE.0500.010,rodenticide,paste,0.125,8,1,0,0,1,0,0,1,1,1,0,608
product,PE.0500.010,rodenticide,powder,0.125,8,1,0,0,1,0,0,1,1,1,0,609
product,PE.0500.010,rodenticide,pump spray,0.125,8,1,0,0,1,0,1,1,1,1,0,610
product,PE.0500.010,rodenticide,solid,0.125,8,1,0,0,1,0,0,1,0,1,0,611
product,PE.0500.010,rodenticide,trap,0.125,8,1,0,0,1,0,0,1,1,1,0,612
product,PT.0100.060,other pet treatments,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0,613
product,PT.0100.060,other pet treatments,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0,614
product,PT.0100.060,other pet treatments,pump spray,0.333333333,3,1,0,0,1,0,1,1,1,1,0,615
product,PT.0100.070,pesticide - pet,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0,616
product,PT.0100.070,pesticide - pet,gel,0.2,5,1,0,0,1,0,0,1,1,1,0,617
product,PT.0100.070,pesticide - pet,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0,618
product,PT.0100.070,pesticide - pet,paste,0.2,5,1,0,0,1,0,0,1,1,1,0,619
product,PT.0100.070,pesticide - pet,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0,620
product,PT.0100.080,pet shampoo,foam spray,0.333333333,3,1,0,0,1,0,1,1,1,1,0,621
product,PT.0100.080,pet shampoo,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0,622
product,PT.0100.080,pet shampoo,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0,623
product,PT.0100.090,pet stain cleaner,gel,0.2,5,1,0,0,1,0,0,1,1,1,0,624
product,PT.0100.090,pet stain cleaner,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0,625
product,PT.0100.090,pet stain cleaner,foam spray,0.2,5,1,0,0,1,0,1,1,1,1,0,626
product,PT.0100.090,pet stain cleaner,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0,627
product,PT.0100.090,pet stain cleaner,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0,628
product,PT.0200.010,cat litter,powder,0.5,2,1,0,0,1,0,0,1,0,1,0,629
product,PT.0200.010,cat litter,solid,0.5,2,1,0,0,1,0,0,1,0,1,0,630
product,PT.0400.010,aquarium,gas,0.2,5,1,0,0,1,0,0,1,1,1,0,631
product,PT.0400.010,aquarium,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0,632
product,PT.0400.010,aquarium,powder,0.2,5,1,0,0,1,0,0,1,1,1,0,633
product,PT.0400.010,aquarium,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0,634
product,PT.0400.010,aquarium,solid,0.2,5,1,0,0,1,0,0,1,0,1,0,635
product,SE.0300.020,bicycle cleaner,aerosol,0.25,4,0,0,0,1,0,1,1,0,0,0,636
product,SE.0300.020,bicycle cleaner,gel,0.25,4,0,0,0,1,0,0,1,0,0,0,637
product,SE.0300.020,bicycle cleaner,liquid,0.25,4,0,0,0,1,0,0,1,0,0,0,638
product,SE.0300.020,bicycle cleaner,pump spray,0.25,4,0,0,0,1,0,1,1,0,0,0,639
product,SE.0400.020,reel oil,aerosol,0.25,4,0,0,0,1,0,1,1,0,0,0,640
product,SE.0400.020,reel oil,gel,0.25,4,0,0,0,1,0,0,1,0,0,0,641
product,SE.0400.020,reel oil,liquid,0.25,4,0,0,0,1,0,0,1,0,0,0,642
product,SE.0400.020,reel oil,pump spray,0.25,4,0,0,0,1,0,1,1,0,0,0,643
product,SE.0600.010,gun cleaner,aerosol,0.333333333,3,0,0,0,1,0,1,1,0,0,0,644
product,SE.0600.010,gun cleaner,liquid,0.333333333,3,0,0,0,1,0,0,1,0,0,0,645
product,SE.0600.010,gun cleaner,pump spray,0.333333333,3,0,0,0,1,0,1,1,0,0,0,646
product,SE.0800.030,wax,aerosol,0.25,4,0,0,0,1,0,1,1,0,0,0,647
product,SE.0800.030,wax,gel,0.25,4,0,0,0,1,0,0,1,0,0,0,648
product,SE.0800.030,wax,liquid,0.25,4,0,0,0,1,0,0,1,0,0,0,649
product,SE.0800.030,wax,solid,0.25,4,0,0,0,1,0,0,1,0,0,0,650
product,VE.0100.010,auto paint,liquid,0.5,2,0,0,0,1,0,0,1,0,0,0,651
product,VE.0100.010,auto paint,aerosol,0.5,2,0,0,0,1,0,1,1,0,0,0,652
product,VE.0100.020,body repair,gel,0.333333333,3,0,0,0,1,0,0,1,0,0,0,653
product,VE.0100.020,body repair,liquid,0.333333333,3,0,0,0,1,0,0,1,0,0,0,654
product,VE.0100.020,body repair,paste,0.333333333,3,0,0,0,1,0,0,1,0,0,0,655
product,VE.0100.030,detailing,aerosol,0.25,4,0,0,0,1,0,1,1,0,0,0,656
product,VE.0100.030,detailing,gel,0.25,4,0,0,0,1,0,0,1,0,0,0,657
product,VE.0100.030,detailing,liquid,0.25,4,0,0,0,1,0,0,1,0,0,0,658
product,VE.0100.030,detailing,pump spray,0.25,4,0,0,0,1,0,1,1,0,0,0,659
product,VE.0100.040,windows/windshield,aerosol,0.333333333,3,0,0,0,1,0,1,1,0,0,0,660
product,VE.0100.040,windows/windshield,liquid,0.333333333,3,0,0,0,1,0,0,1,0,0,0,661
product,VE.0100.040,windows/windshield,pump spray,0.333333333,3,0,0,0,1,0,1,1,0,0,0,662
product,VE.0200.010,boat cleaner - deck care,aerosol,0.333333333,3,0,0,0,1,0,1,1,0,0,0,663
product,VE.0200.010,boat cleaner - deck care,liquid,0.333333333,3,0,0,0,1,0,0,1,0,0,0,664
product,VE.0200.010,boat cleaner - deck care,pump spray,0.333333333,3,0,0,0,1,0,1,1,0,0,0,665
product,VE.0200.020,boat cleaner - general,aerosol,0.2,5,0,0,0,1,0,1,1,0,0,0,666
product,VE.0200.020,boat cleaner - general,gel,0.2,5,0,0,0,1,0,0,1,0,0,0,667
product,VE.0200.020,boat cleaner - general,liquid,0.2,5,0,0,0,1,0,0,1,0,0,0,668
product,VE.0200.020,boat cleaner - general,paste,0.2,5,0,0,0,1,0,0,1,0,0,0,669
product,VE.0200.020,boat cleaner - general,pump spray,0.2,5,0,0,0,1,0,1,1,0,0,0,670
product,VE.0200.030,boat cleaner - hull care,aerosol,0.2,5,0,0,0,1,0,1,1,0,0,0,671
product,VE.0200.030,boat cleaner - hull care,gel,0.2,5,0,0,0,1,0,0,1,0,0,0,672
product,VE.0200.030,boat cleaner - hull care,liquid,0.2,5,0,0,0,1,0,0,1,0,0,0,673
product,VE.0200.030,boat cleaner - hull care,paste,0.2,5,0,0,0,1,0,0,1,0,0,0,674
product,VE.0200.030,boat cleaner - hull care,pump spray,0.2,5,0,0,0,1,0,1,1,0,0,0,675
product,VE.0200.040,boat engine fluids,liquid,1,1,0,0,0,1,0,0,1,0,0,0,676
product,VE.0300.010,auto air freshener,aerosol,0.25,4,0,0,0,1,0,1,1,0,0,0,677
product,VE.0300.010,auto air freshener,gel,0.25,4,0,0,0,1,0,0,1,0,0,0,678
product,VE.0300.010,auto air freshener,liquid,0.25,4,0,0,0,1,0,0,1,0,0,0,679
product,VE.0300.010,auto air freshener,solid,0.25,4,0,0,0,1,0,0,1,0,0,0,680
product,VE.0400.010,body cleaner,liquid,0.333333333,3,0,0,0,1,0,0,1,0,0,0,681
product,VE.0400.010,body cleaner,paste,0.333333333,3,0,0,0,1,0,0,1,0,0,0,682
product,VE.0400.010,body cleaner,pump spray,0.333333333,3,0,0,0,1,0,1,1,0,0,0,683
product,VE.0400.020,body wax,liquid,0.5,2,0,0,0,1,0,0,1,0,0,0,684
product,VE.0400.020,body wax,paste,0.5,2,0,0,0,1,0,0,1,0,0,0,685
product,VE.0400.030,combination product,liquid,0.5,2,0,0,0,1,0,0,1,0,0,0,686
product,VE.0400.030,combination product,paste,0.5,2,0,0,0,1,0,0,1,0,0,0,687
product,VE.0400.040,degreaser,liquid,0.5,2,0,0,0,1,0,0,1,0,0,0,688
product,VE.0400.040,degreaser,aerosol,0.5,2,0,0,0,1,0,1,1,0,0,0,689
product,VE.0400.050,other,liquid,0.333333333,3,0,0,0,1,0,0,1,0,0,0,690
product,VE.0400.050,other,paste,0.333333333,3,0,0,0,1,0,0,1,0,0,0,691
product,VE.0400.050,other,pump spray,0.333333333,3,0,0,0,1,0,1,1,0,0,0,692
product,VE.0500.010,antifreeze,liquid,1,1,0,0,0,1,0,0,1,0,0,0,693
product,VE.0500.020,auto fluids and additives,aerosol,0.5,2,0,0,0,1,0,1,1,0,0,0,694
product,VE.0500.020,auto fluids and additives,liquid,0.5,2,0,0,0,1,0,0,1,0,0,0,695
product,VE.0500.030,auto lubricant,gel,0.5,2,0,0,0,1,0,0,1,0,0,0,696
product,VE.0500.030,auto lubricant,liquid,0.5,2,0,0,0,1,0,0,1,0,0,0,697
product,VE.0500.040,auto refrigerant,gas,1,1,0,0,0,1,0,0,1,0,0,0,698
product,VE.0500.050,motor oil,liquid,1,1,0,0,0,1,0,0,1,0,0,0,699
